fileTrak,MFI,artist,album,song,localPath,duracion
/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD)/03. Here Comes Revenge.flac,hombre,Metallica,2016 - Hardwired...To Self-Destruct (3xCD),03. Here Comes Revenge,/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD),437.62666666666667
/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD)/03. Now That We’re Dead.flac,hombre,Metallica,2016 - Hardwired...To Self-Destruct (3xCD),03. Now That We’re Dead,/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD),419.08
/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD)/03. When A Blind Man Cries.flac,hombre,Metallica,2016 - Hardwired...To Self-Destruct (3xCD),03. When A Blind Man Cries,/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD),275.0133333333333
/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD)/04. Am I Savage_.flac,hombre,Metallica,2016 - Hardwired...To Self-Destruct (3xCD),04. Am I Savage_,/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD),389.6666666666667
/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD)/04. Moth Into Flame.flac,hombre,Metallica,2016 - Hardwired...To Self-Destruct (3xCD),04. Moth Into Flame,/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD),350.64
/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD)/04. Remember Tomorrow.flac,hombre,Metallica,2016 - Hardwired...To Self-Destruct (3xCD),04. Remember Tomorrow,/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD),350.06666666666666
/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD)/05. Dream No More.flac,hombre,Metallica,2016 - Hardwired...To Self-Destruct (3xCD),05. Dream No More,/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD),389.6
/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD)/05. Helpless (Live).flac,hombre,Metallica,2016 - Hardwired...To Self-Destruct (3xCD),05. Helpless (Live),/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD),188.01333333333332
/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD)/05. Murder One.flac,hombre,Metallica,2016 - Hardwired...To Self-Destruct (3xCD),05. Murder One,/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD),345.28
/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD)/06. Halo On Fire.flac,hombre,Metallica,2016 - Hardwired...To Self-Destruct (3xCD),06. Halo On Fire,/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD),495.02666666666664
/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD)/06. Hit The Lights (Live).flac,hombre,Metallica,2016 - Hardwired...To Self-Destruct (3xCD),06. Hit The Lights (Live),/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD),247.0
/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD)/06. Spit Out The Bone.flac,hombre,Metallica,2016 - Hardwired...To Self-Destruct (3xCD),06. Spit Out The Bone,/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD),429.2133333333333
/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD)/07. The Four Horsemen (Live).flac,hombre,Metallica,2016 - Hardwired...To Self-Destruct (3xCD),07. The Four Horsemen (Live),/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD),319.24
/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD)/08. Ride The Lightning (Live).flac,hombre,Metallica,2016 - Hardwired...To Self-Destruct (3xCD),08. Ride The Lightning (Live),/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD),416.36
/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD)/09. Fade To Black (Live).flac,hombre,Metallica,2016 - Hardwired...To Self-Destruct (3xCD),09. Fade To Black (Live),/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD),444.0933333333333
/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD)/10. Jump In The Fire (Live).flac,hombre,Metallica,2016 - Hardwired...To Self-Destruct (3xCD),10. Jump In The Fire (Live),/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD),313.12
/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD)/11. For Whom The Bell Tolls (Live).flac,hombre,Metallica,2016 - Hardwired...To Self-Destruct (3xCD),11. For Whom The Bell Tolls (Live),/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD),272.0
/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD)/12. Creeping Death (Live).flac,hombre,Metallica,2016 - Hardwired...To Self-Destruct (3xCD),12. Creeping Death (Live),/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD),403.17333333333335
/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD)/13. Metal Militia (Live).flac,hombre,Metallica,2016 - Hardwired...To Self-Destruct (3xCD),13. Metal Militia (Live),/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD),367.48
/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD)/14. Hardwired (Live).flac,hombre,Metallica,2016 - Hardwired...To Self-Destruct (3xCD),14. Hardwired (Live),/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD),210.08
/audio/hombre/Metallica/2022 - No Life 'Til Leather_Definitive Edition/01. Motorbreath (McGovney's Cassette Master Version).flac,hombre,Metallica,2022 - No Life 'Til Leather_Definitive Edition,01. Motorbreath (McGovney's Cassette Master Version),/audio/hombre/Metallica/2022 - No Life 'Til Leather_Definitive Edition,198.05333333333334
/audio/hombre/Metallica/2022 - No Life 'Til Leather_Definitive Edition/02. The Mechanix (McGovney's Cassette Master Version).flac,hombre,Metallica,2022 - No Life 'Til Leather_Definitive Edition,02. The Mechanix (McGovney's Cassette Master Version),/audio/hombre/Metallica/2022 - No Life 'Til Leather_Definitive Edition,266.48
/audio/hombre/Metallica/2022 - No Life 'Til Leather_Definitive Edition/03. Jump In The Fire (McGovney's Cassette Master Version).flac,hombre,Metallica,2022 - No Life 'Til Leather_Definitive Edition,03. Jump In The Fire (McGovney's Cassette Master Version),/audio/hombre/Metallica/2022 - No Life 'Til Leather_Definitive Edition,228.68
/audio/hombre/Metallica/2022 - No Life 'Til Leather_Definitive Edition/04. Seek & Destroy (McGovney's Cassette Master Version).flac,hombre,Metallica,2022 - No Life 'Til Leather_Definitive Edition,04. Seek & Destroy (McGovney's Cassette Master Version),/audio/hombre/Metallica/2022 - No Life 'Til Leather_Definitive Edition,289.82666666666665
/audio/hombre/Metallica/2022 - No Life 'Til Leather_Definitive Edition/05. Phantom Lord (McGovney's Cassette Master Version).flac,hombre,Metallica,2022 - No Life 'Til Leather_Definitive Edition,05. Phantom Lord (McGovney's Cassette Master Version),/audio/hombre/Metallica/2022 - No Life 'Til Leather_Definitive Edition,213.04
/audio/hombre/Metallica/2022 - No Life 'Til Leather_Definitive Edition/06. Metal Militia (McGovney's Cassette Master Version).flac,hombre,Metallica,2022 - No Life 'Til Leather_Definitive Edition,06. Metal Militia (McGovney's Cassette Master Version),/audio/hombre/Metallica/2022 - No Life 'Til Leather_Definitive Edition,311.08
/audio/hombre/Metallica/2022 - No Life 'Til Leather_Definitive Edition/07. Hit The Lights (McGovney's Cassette Master Version).flac,hombre,Metallica,2022 - No Life 'Til Leather_Definitive Edition,07. Hit The Lights (McGovney's Cassette Master Version),/audio/hombre/Metallica/2022 - No Life 'Til Leather_Definitive Edition,254.89333333333335
/audio/hombre/Metallica/2022 - No Life 'Til Leather_Definitive Edition/08. Whiplash (Megaforce Demo).flac,hombre,Metallica,2022 - No Life 'Til Leather_Definitive Edition,08. Whiplash (Megaforce Demo),/audio/hombre/Metallica/2022 - No Life 'Til Leather_Definitive Edition,251.4
/audio/hombre/Metallica/2022 - No Life 'Til Leather_Definitive Edition/09. No Remorse (Megaforce Demo).flac,hombre,Metallica,2022 - No Life 'Til Leather_Definitive Edition,09. No Remorse (Megaforce Demo),/audio/hombre/Metallica/2022 - No Life 'Til Leather_Definitive Edition,332.92
/audio/hombre/Metallica/2022 - No Life 'Til Leather_Definitive Edition/10. Hit The Lights (2015 Record Store Day Version).flac,hombre,Metallica,2022 - No Life 'Til Leather_Definitive Edition,10. Hit The Lights (2015 Record Store Day Version),/audio/hombre/Metallica/2022 - No Life 'Til Leather_Definitive Edition,252.38666666666666
/audio/hombre/Metallica/2022 - No Life 'Til Leather_Definitive Edition/11. The Mechanix (2015 Record Store Day Version).flac,hombre,Metallica,2022 - No Life 'Til Leather_Definitive Edition,11. The Mechanix (2015 Record Store Day Version),/audio/hombre/Metallica/2022 - No Life 'Til Leather_Definitive Edition,261.41333333333336
/audio/hombre/Metallica/2022 - No Life 'Til Leather_Definitive Edition/12. Motorbreath (2015 Record Store Day Version).flac,hombre,Metallica,2022 - No Life 'Til Leather_Definitive Edition,12. Motorbreath (2015 Record Store Day Version),/audio/hombre/Metallica/2022 - No Life 'Til Leather_Definitive Edition,194.61333333333334
/audio/hombre/Metallica/2022 - No Life 'Til Leather_Definitive Edition/13. Seek & Destroy (2015 Record Store Day Version).flac,hombre,Metallica,2022 - No Life 'Til Leather_Definitive Edition,13. Seek & Destroy (2015 Record Store Day Version),/audio/hombre/Metallica/2022 - No Life 'Til Leather_Definitive Edition,286.28
/audio/hombre/Metallica/2022 - No Life 'Til Leather_Definitive Edition/14. Metal Militia (2015 Record Store Day Version).flac,hombre,Metallica,2022 - No Life 'Til Leather_Definitive Edition,14. Metal Militia (2015 Record Store Day Version),/audio/hombre/Metallica/2022 - No Life 'Til Leather_Definitive Edition,303.32
/audio/hombre/Metallica/2022 - No Life 'Til Leather_Definitive Edition/15. Jump In The Fire (2015 Record Store Day Version).flac,hombre,Metallica,2022 - No Life 'Til Leather_Definitive Edition,15. Jump In The Fire (2015 Record Store Day Version),/audio/hombre/Metallica/2022 - No Life 'Til Leather_Definitive Edition,225.54666666666665
/audio/hombre/Metallica/2022 - No Life 'Til Leather_Definitive Edition/16. Phantom Lord (2015 Record Store Day Version).flac,hombre,Metallica,2022 - No Life 'Til Leather_Definitive Edition,16. Phantom Lord (2015 Record Store Day Version),/audio/hombre/Metallica/2022 - No Life 'Til Leather_Definitive Edition,207.86666666666667
/audio/hombre/Metallica/2022 - No Life 'Til Leather_Definitive Edition/17. Hit The Lights (Metal Massacre).flac,hombre,Metallica,2022 - No Life 'Til Leather_Definitive Edition,17. Hit The Lights (Metal Massacre),/audio/hombre/Metallica/2022 - No Life 'Til Leather_Definitive Edition,270.2133333333333
/audio/hombre/Metallica/2023 - 72 Seasons/01. 72 Seasons.flac,hombre,Metallica,2023 - 72 Seasons,01. 72 Seasons,/audio/hombre/Metallica/2023 - 72 Seasons,459.94666666666666
/audio/hombre/Metallica/2023 - 72 Seasons/02. Shadows Follow.flac,hombre,Metallica,2023 - 72 Seasons,02. Shadows Follow,/audio/hombre/Metallica/2023 - 72 Seasons,371.88
/audio/hombre/Metallica/2023 - 72 Seasons/03. Screaming Suicide.flac,hombre,Metallica,2023 - 72 Seasons,03. Screaming Suicide,/audio/hombre/Metallica/2023 - 72 Seasons,330.4533333333333
/audio/hombre/Metallica/2023 - 72 Seasons/04. Sleepwalk My Life Away.flac,hombre,Metallica,2023 - 72 Seasons,04. Sleepwalk My Life Away,/audio/hombre/Metallica/2023 - 72 Seasons,416.06666666666666
/audio/hombre/Metallica/2023 - 72 Seasons/05. You Must Burn!.flac,hombre,Metallica,2023 - 72 Seasons,05. You Must Burn!,/audio/hombre/Metallica/2023 - 72 Seasons,423.0133333333333
/audio/hombre/Metallica/2023 - 72 Seasons/06. Lux Æterna.flac,hombre,Metallica,2023 - 72 Seasons,06. Lux Æterna,/audio/hombre/Metallica/2023 - 72 Seasons,201.76
/audio/hombre/Metallica/2023 - 72 Seasons/07. Crown Of Barbed Wire.flac,hombre,Metallica,2023 - 72 Seasons,07. Crown Of Barbed Wire,/audio/hombre/Metallica/2023 - 72 Seasons,349.4
/audio/hombre/Metallica/2023 - 72 Seasons/08. Chasing Light.flac,hombre,Metallica,2023 - 72 Seasons,08. Chasing Light,/audio/hombre/Metallica/2023 - 72 Seasons,405.1066666666667
/audio/hombre/Metallica/2023 - 72 Seasons/09. If Darkness Had A Son.flac,hombre,Metallica,2023 - 72 Seasons,09. If Darkness Had A Son,/audio/hombre/Metallica/2023 - 72 Seasons,396.29333333333335
/audio/hombre/Metallica/2023 - 72 Seasons/10. Too Far Gone_.flac,hombre,Metallica,2023 - 72 Seasons,10. Too Far Gone_,/audio/hombre/Metallica/2023 - 72 Seasons,273.6933333333333
/audio/hombre/Metallica/2023 - 72 Seasons/11. Room Of Mirrors.flac,hombre,Metallica,2023 - 72 Seasons,11. Room Of Mirrors,/audio/hombre/Metallica/2023 - 72 Seasons,333.70666666666665
/audio/hombre/Metallica/2023 - 72 Seasons/12. Inamorata.flac,hombre,Metallica,2023 - 72 Seasons,12. Inamorata,/audio/hombre/Metallica/2023 - 72 Seasons,672.4266666666666
/audio/hombre/Metallica/Black Album/01. Enter Sandman.flac,hombre,Metallica,Black Album,01. Enter Sandman,/audio/hombre/Metallica/Black Album,331.8666666666667
/audio/hombre/Metallica/Black Album/02. Sad But True.flac,hombre,Metallica,Black Album,02. Sad But True,/audio/hombre/Metallica/Black Album,324.8
/audio/hombre/Metallica/Black Album/03. Holier Than Thou.flac,hombre,Metallica,Black Album,03. Holier Than Thou,/audio/hombre/Metallica/Black Album,228.33333333333334
/audio/hombre/Metallica/Black Album/04. The Unforgiven.flac,hombre,Metallica,Black Album,04. The Unforgiven,/audio/hombre/Metallica/Black Album,387.4
/audio/hombre/Metallica/Black Album/05. Wherever I May Roam.flac,hombre,Metallica,Black Album,05. Wherever I May Roam,/audio/hombre/Metallica/Black Album,404.46666666666664
/audio/hombre/Metallica/Black Album/06. Don’t Tread On Me.flac,hombre,Metallica,Black Album,06. Don’t Tread On Me,/audio/hombre/Metallica/Black Album,240.66666666666666
/audio/hombre/Metallica/Black Album/07. Through The Never.flac,hombre,Metallica,Black Album,07. Through The Never,/audio/hombre/Metallica/Black Album,244.53333333333333
/audio/hombre/Metallica/Black Album/08. Nothing Else Matters.flac,hombre,Metallica,Black Album,08. Nothing Else Matters,/audio/hombre/Metallica/Black Album,388.93333333333334
/audio/hombre/Metallica/Black Album/09. Of Wolf And Man.flac,hombre,Metallica,Black Album,09. Of Wolf And Man,/audio/hombre/Metallica/Black Album,256.8933333333333
/audio/hombre/Metallica/Black Album/10. The God That Failed.flac,hombre,Metallica,Black Album,10. The God That Failed,/audio/hombre/Metallica/Black Album,308.46666666666664
/audio/hombre/Metallica/Black Album/11. My Friend Of Misery.flac,hombre,Metallica,Black Album,11. My Friend Of Misery,/audio/hombre/Metallica/Black Album,410.04
/audio/hombre/Metallica/Black Album/12. The Struggle Within.flac,hombre,Metallica,Black Album,12. The Struggle Within,/audio/hombre/Metallica/Black Album,233.76
/audio/hombre/Metallica/Black Album/13. So What.flac,hombre,Metallica,Black Album,13. So What,/audio/hombre/Metallica/Black Album,188.17333333333335
/audio/hombre/Metallica/Load/01. Ain’t My Bitch.flac,hombre,Metallica,Load,01. Ain’t My Bitch,/audio/hombre/Metallica/Load,304.4
/audio/hombre/Metallica/Load/02. 2 × 4.flac,hombre,Metallica,Load,02. 2 × 4,/audio/hombre/Metallica/Load,328.2
/audio/hombre/Metallica/Load/03. The House Jack Built.flac,hombre,Metallica,Load,03. The House Jack Built,/audio/hombre/Metallica/Load,398.8666666666667
/audio/hombre/Metallica/Load/04. Until It Sleeps.flac,hombre,Metallica,Load,04. Until It Sleeps,/audio/hombre/Metallica/Load,267.93333333333334
/audio/hombre/Metallica/Load/05. King Nothing.flac,hombre,Metallica,Load,05. King Nothing,/audio/hombre/Metallica/Load,329.76
/audio/hombre/Metallica/Load/06. Heroe Of The Day.flac,hombre,Metallica,Load,06. Heroe Of The Day,/audio/hombre/Metallica/Load,261.9066666666667
/audio/hombre/Metallica/Load/07. Bleeding Me.flac,hombre,Metallica,Load,07. Bleeding Me,/audio/hombre/Metallica/Load,497.93333333333334
/audio/hombre/Metallica/Load/08. Cure.flac,hombre,Metallica,Load,08. Cure,/audio/hombre/Metallica/Load,294.29333333333335
/audio/hombre/Metallica/Load/09. Poor Twisted Me.flac,hombre,Metallica,Load,09. Poor Twisted Me,/audio/hombre/Metallica/Load,240.0
/audio/hombre/Metallica/Load/10. Wasting My Hate.flac,hombre,Metallica,Load,10. Wasting My Hate,/audio/hombre/Metallica/Load,237.24
/audio/hombre/Metallica/Load/11. Mama Said.flac,hombre,Metallica,Load,11. Mama Said,/audio/hombre/Metallica/Load,319.6933333333333
/audio/hombre/Metallica/Load/12. Thorn Within.flac,hombre,Metallica,Load,12. Thorn Within,/audio/hombre/Metallica/Load,351.6666666666667
/audio/hombre/Metallica/Load/13. Ronnie.flac,hombre,Metallica,Load,13. Ronnie,/audio/hombre/Metallica/Load,317.1333333333333
/audio/hombre/Metallica/Load/14. The Outlaw Torn.flac,hombre,Metallica,Load,14. The Outlaw Torn,/audio/hombre/Metallica/Load,588.6666666666666
/audio/hombre/Pink Floyd/Animals/01 - Pigs on the wing 1.flac,hombre,Pink Floyd,Animals,01 - Pigs on the wing 1,/audio/hombre/Pink Floyd/Animals,85.02666666666667
/audio/hombre/Pink Floyd/Animals/02 - Dogs.flac,hombre,Pink Floyd,Animals,02 - Dogs,/audio/hombre/Pink Floyd/Animals,1024.1333333333334
/audio/hombre/Pink Floyd/Animals/03 - Pigs [Three Different Ones].flac,hombre,Pink Floyd,Animals,03 - Pigs [Three Different Ones],/audio/hombre/Pink Floyd/Animals,681.8
/audio/hombre/Pink Floyd/Animals/04 - Sheep.flac,hombre,Pink Floyd,Animals,04 - Sheep,/audio/hombre/Pink Floyd/Animals,623.9066666666666
/audio/hombre/Pink Floyd/Animals/05 - Pigs on the wing 2.flac,hombre,Pink Floyd,Animals,05 - Pigs on the wing 2,/audio/hombre/Pink Floyd/Animals,84.76
/audio/hombre/Pink Floyd/Atom Heart Mother 1970/01 - Atom Heart Mother.flac,hombre,Pink Floyd,Atom Heart Mother 1970,01 - Atom Heart Mother,/audio/hombre/Pink Floyd/Atom Heart Mother 1970,1424.3333333333333
/audio/hombre/Pink Floyd/Atom Heart Mother 1970/02 - If.flac,hombre,Pink Floyd,Atom Heart Mother 1970,02 - If,/audio/hombre/Pink Floyd/Atom Heart Mother 1970,270.06666666666666
/audio/hombre/Pink Floyd/Atom Heart Mother 1970/03 - Summer '68.flac,hombre,Pink Floyd,Atom Heart Mother 1970,03 - Summer '68,/audio/hombre/Pink Floyd/Atom Heart Mother 1970,329.4
/audio/hombre/Pink Floyd/Atom Heart Mother 1970/04 - Fat Old Sun.flac,hombre,Pink Floyd,Atom Heart Mother 1970,04 - Fat Old Sun,/audio/hombre/Pink Floyd/Atom Heart Mother 1970,322.1333333333333
/audio/hombre/Pink Floyd/Atom Heart Mother 1970/05 - Alan's Psychedelic Breakfast.flac,hombre,Pink Floyd,Atom Heart Mother 1970,05 - Alan's Psychedelic Breakfast,/audio/hombre/Pink Floyd/Atom Heart Mother 1970,780.0933333333334
/audio/hombre/Pink Floyd/Is There Anybody Out There/01 - Hey You.flac,hombre,Pink Floyd,Is There Anybody Out There,01 - Hey You,/audio/hombre/Pink Floyd/Is There Anybody Out There,295.0
/audio/hombre/Pink Floyd/Is There Anybody Out There/02 - Is There Anybody Out There .flac,hombre,Pink Floyd,Is There Anybody Out There,02 - Is There Anybody Out There ,/audio/hombre/Pink Floyd/Is There Anybody Out There,189.44
/audio/hombre/Pink Floyd/Is There Anybody Out There/03 - Nobody Home.flac,hombre,Pink Floyd,Is There Anybody Out There,03 - Nobody Home,/audio/hombre/Pink Floyd/Is There Anybody Out There,195.46666666666667
/audio/hombre/Pink Floyd/Is There Anybody Out There/04 - Vera.flac,hombre,Pink Floyd,Is There Anybody Out There,04 - Vera,/audio/hombre/Pink Floyd/Is There Anybody Out There,87.33333333333333
/audio/hombre/Pink Floyd/Is There Anybody Out There/05 - Bring The Boys Back Home.flac,hombre,Pink Floyd,Is There Anybody Out There,05 - Bring The Boys Back Home,/audio/hombre/Pink Floyd/Is There Anybody Out There,80.49333333333334
/audio/hombre/Pink Floyd/Is There Anybody Out There/06 - Comfortably Numb.flac,hombre,Pink Floyd,Is There Anybody Out There,06 - Comfortably Numb,/audio/hombre/Pink Floyd/Is There Anybody Out There,446.0
/audio/hombre/Pink Floyd/Is There Anybody Out There/07 - The Show Must Go On.flac,hombre,Pink Floyd,Is There Anybody Out There,07 - The Show Must Go On,/audio/hombre/Pink Floyd/Is There Anybody Out There,154.57333333333332
/audio/hombre/Pink Floyd/Is There Anybody Out There/08 - Master Of Ceremonies.flac,hombre,Pink Floyd,Is There Anybody Out There,08 - Master Of Ceremonies,/audio/hombre/Pink Floyd/Is There Anybody Out There,37.42666666666667
/audio/hombre/Pink Floyd/Is There Anybody Out There/09 - In The Flesh.flac,hombre,Pink Floyd,Is There Anybody Out There,09 - In The Flesh,/audio/hombre/Pink Floyd/Is There Anybody Out There,262.37333333333333
/audio/hombre/Pink Floyd/Is There Anybody Out There/10 - Run Like Hell.flac,hombre,Pink Floyd,Is There Anybody Out There,10 - Run Like Hell,/audio/hombre/Pink Floyd/Is There Anybody Out There,425.2266666666667
/audio/hombre/Pink Floyd/Is There Anybody Out There/11 - Waiting For The Worms.flac,hombre,Pink Floyd,Is There Anybody Out There,11 - Waiting For The Worms,/audio/hombre/Pink Floyd/Is There Anybody Out There,253.8
/audio/hombre/Pink Floyd/Is There Anybody Out There/12 - Stop.flac,hombre,Pink Floyd,Is There Anybody Out There,12 - Stop,/audio/hombre/Pink Floyd/Is There Anybody Out There,32.666666666666664
/audio/hombre/Pink Floyd/Is There Anybody Out There/13 - The Trial.flac,hombre,Pink Floyd,Is There Anybody Out There,13 - The Trial,/audio/hombre/Pink Floyd/Is There Anybody Out There,361.04
/audio/hombre/Pink Floyd/Is There Anybody Out There/14 - Outside The Wall.flac,hombre,Pink Floyd,Is There Anybody Out There,14 - Outside The Wall,/audio/hombre/Pink Floyd/Is There Anybody Out There,268.06666666666666
/audio/hombre/Pink Floyd/Meddle/01 - One of These Days.flac,hombre,Pink Floyd,Meddle,01 - One of These Days,/audio/hombre/Pink Floyd/Meddle,358.73333333333335
/audio/hombre/Pink Floyd/Meddle/02 - A Pillow of Winds.flac,hombre,Pink Floyd,Meddle,02 - A Pillow of Winds,/audio/hombre/Pink Floyd/Meddle,311.16
/audio/hombre/Pink Floyd/Meddle/03 - Fearless.flac,hombre,Pink Floyd,Meddle,03 - Fearless,/audio/hombre/Pink Floyd/Meddle,369.2
/audio/hombre/Pink Floyd/Meddle/04 - San Tropez.flac,hombre,Pink Floyd,Meddle,04 - San Tropez,/audio/hombre/Pink Floyd/Meddle,224.4
/audio/hombre/Pink Floyd/Meddle/05 - Seamus.flac,hombre,Pink Floyd,Meddle,05 - Seamus,/audio/hombre/Pink Floyd/Meddle,136.64
/audio/hombre/Pink Floyd/Meddle/06 - Echoes.flac,hombre,Pink Floyd,Meddle,06 - Echoes,/audio/hombre/Pink Floyd/Meddle,1411.4933333333333
/audio/hombre/Pink Floyd/Pink Floyd - A Saucerful Of Secrets/01 - Let There Be More Light.flac,hombre,Pink Floyd,Pink Floyd - A Saucerful Of Secrets,01 - Let There Be More Light,/audio/hombre/Pink Floyd/Pink Floyd - A Saucerful Of Secrets,338.62666666666667
/audio/hombre/Pink Floyd/Pink Floyd - A Saucerful Of Secrets/02 - Remember A Day.flac,hombre,Pink Floyd,Pink Floyd - A Saucerful Of Secrets,02 - Remember A Day,/audio/hombre/Pink Floyd/Pink Floyd - A Saucerful Of Secrets,273.1333333333333
/audio/hombre/Pink Floyd/Pink Floyd - A Saucerful Of Secrets/03 - Set The Controls For The Heart Of The Sun.flac,hombre,Pink Floyd,Pink Floyd - A Saucerful Of Secrets,03 - Set The Controls For The Heart Of The Sun,/audio/hombre/Pink Floyd/Pink Floyd - A Saucerful Of Secrets,327.24
/audio/hombre/Pink Floyd/Pink Floyd - A Saucerful Of Secrets/04 - Corporal Clegg.flac,hombre,Pink Floyd,Pink Floyd - A Saucerful Of Secrets,04 - Corporal Clegg,/audio/hombre/Pink Floyd/Pink Floyd - A Saucerful Of Secrets,252.06666666666666
/audio/hombre/Pink Floyd/Pink Floyd - A Saucerful Of Secrets/05 - A Saucerful Of Secrets.flac,hombre,Pink Floyd,Pink Floyd - A Saucerful Of Secrets,05 - A Saucerful Of Secrets,/audio/hombre/Pink Floyd/Pink Floyd - A Saucerful Of Secrets,719.6666666666666
/audio/hombre/Pink Floyd/Pink Floyd - A Saucerful Of Secrets/06 - See-Saw.flac,hombre,Pink Floyd,Pink Floyd - A Saucerful Of Secrets,06 - See-Saw,/audio/hombre/Pink Floyd/Pink Floyd - A Saucerful Of Secrets,276.93333333333334
/audio/hombre/Pink Floyd/Pink Floyd - A Saucerful Of Secrets/07 - Jugband Blues.flac,hombre,Pink Floyd,Pink Floyd - A Saucerful Of Secrets,07 - Jugband Blues,/audio/hombre/Pink Floyd/Pink Floyd - A Saucerful Of Secrets,180.09333333333333
/audio/hombre/Pink Floyd/Pink Floyd - Is There Anybody Out There/01 - Master Of Ceremonies [Live Version].flac,hombre,Pink Floyd,Pink Floyd - Is There Anybody Out There,01 - Master Of Ceremonies [Live Version],/audio/hombre/Pink Floyd/Pink Floyd - Is There Anybody Out There,73.82666666666667
/audio/hombre/Pink Floyd/Pink Floyd - Is There Anybody Out There/02 - In The Flesh [Live Version].flac,hombre,Pink Floyd,Pink Floyd - Is There Anybody Out There,02 - In The Flesh [Live Version],/audio/hombre/Pink Floyd/Pink Floyd - Is There Anybody Out There,180.46666666666667
/audio/hombre/Pink Floyd/Pink Floyd - Is There Anybody Out There/03 - The Thin Ice [Live Version].flac,hombre,Pink Floyd,Pink Floyd - Is There Anybody Out There,03 - The Thin Ice [Live Version],/audio/hombre/Pink Floyd/Pink Floyd - Is There Anybody Out There,169.53333333333333
/audio/hombre/Pink Floyd/Pink Floyd - Is There Anybody Out There/04 - Another Brick In The Wall [Part 1] [Live Version].flac,hombre,Pink Floyd,Pink Floyd - Is There Anybody Out There,04 - Another Brick In The Wall [Part 1] [Live Version],/audio/hombre/Pink Floyd/Pink Floyd - Is There Anybody Out There,252.50666666666666
/audio/hombre/Pink Floyd/Pink Floyd - Is There Anybody Out There/05 - The Happiest Days Of Our Lives [Live Version].flac,hombre,Pink Floyd,Pink Floyd - Is There Anybody Out There,05 - The Happiest Days Of Our Lives [Live Version],/audio/hombre/Pink Floyd/Pink Floyd - Is There Anybody Out There,99.66666666666667
/audio/hombre/Pink Floyd/Pink Floyd - Is There Anybody Out There/06 - Another Brick In The Wall [Part 2] [Live Version].flac,hombre,Pink Floyd,Pink Floyd - Is There Anybody Out There,06 - Another Brick In The Wall [Part 2] [Live Version],/audio/hombre/Pink Floyd/Pink Floyd - Is There Anybody Out There,379.0
/audio/hombre/Pink Floyd/Pink Floyd - Is There Anybody Out There/07 - Mother [Live Version].flac,hombre,Pink Floyd,Pink Floyd - Is There Anybody Out There,07 - Mother [Live Version],/audio/hombre/Pink Floyd/Pink Floyd - Is There Anybody Out There,474.3333333333333
