artist,MFI,album,song,original_path,original_file,16k_path,16k_file,sample_full
Ariana Grande,mujer,Dangerous Woman,17. Jason's Song (Gave It Away),/audio/mujer/Ariana Grande/Dangerous Woman,/audio/mujer/Ariana Grande/Dangerous Woman/17. Jason's Song (Gave It Away).flac,..\data\masterDS,..\data\masterDS\17. Jason's Song (Gave It Away)21.flac,sample
Ariana Grande,mujer,My Everything (Deluxe),04. Why Try,/audio/mujer/Ariana Grande/My Everything (Deluxe),/audio/mujer/Ariana Grande/My Everything (Deluxe)/04. Why Try.flac,..\data\masterDS,..\data\masterDS\04. Why Try17.flac,sample
Ariana Grande,mujer,Positions (Deluxe),05. off the table,/audio/mujer/Ariana Grande/Positions (Deluxe),/audio/mujer/Ariana Grande/Positions (Deluxe)/05. off the table.flac,..\data\masterDS,..\data\masterDS\05. off the table12.flac,sample
Ariana Grande,mujer,Sweetener,09. breathin,/audio/mujer/Ariana Grande/Sweetener,/audio/mujer/Ariana Grande/Sweetener/09. breathin.flac,..\data\masterDS,..\data\masterDS\09. breathin13.flac,sample
Ariana Grande,mujer,Singles,Ariana Grande - Stuck with U,/audio/mujer/Ariana Grande/Singles,/audio/mujer/Ariana Grande/Singles/Ariana Grande - Stuck with U.flac,..\data\masterDS,..\data\masterDS\Ariana Grande - Stuck with U16.flac,sample
Ariana Grande,mujer,Dangerous Woman,17. Jason's Song (Gave It Away),/audio/mujer/Ariana Grande/Dangerous Woman,/audio/mujer/Ariana Grande/Dangerous Woman/17. Jason's Song (Gave It Away).flac,..\data\masterDS,..\data\masterDS\17. Jason's Song (Gave It Away)22.flac,sample
Ariana Grande,mujer,My Everything,11. Hands On Me,/audio/mujer/Ariana Grande/My Everything,/audio/mujer/Ariana Grande/My Everything/11. Hands On Me.flac,..\data\masterDS,..\data\masterDS\11. Hands On Me9.flac,sample
Ariana Grande,mujer,Sweetener,05. God is a woman,/audio/mujer/Ariana Grande/Sweetener,/audio/mujer/Ariana Grande/Sweetener/05. God is a woman.flac,..\data\masterDS,..\data\masterDS\05. God is a woman7.flac,sample
Ariana Grande,mujer,k bye for now (swt live),19. nasa (live),/audio/mujer/Ariana Grande/k bye for now (swt live),/audio/mujer/Ariana Grande/k bye for now (swt live)/19. nasa (live).flac,..\data\masterDS,..\data\masterDS\19. nasa (live)9.flac,sample
Ariana Grande,mujer,Christmas & Chill,02. Wit It This Christmas,/audio/mujer/Ariana Grande/Christmas & Chill,/audio/mujer/Ariana Grande/Christmas & Chill/02. Wit It This Christmas.flac,..\data\masterDS,..\data\masterDS\02. Wit It This Christmas13.flac,sample
Ariana Grande,mujer,My Everything,08. Break Your Heart Right Back,/audio/mujer/Ariana Grande/My Everything,/audio/mujer/Ariana Grande/My Everything/08. Break Your Heart Right Back.flac,..\data\masterDS,..\data\masterDS\08. Break Your Heart Right Back21.flac,sample
Ariana Grande,mujer,Dangerous Woman,17. Jason's Song (Gave It Away),/audio/mujer/Ariana Grande/Dangerous Woman,/audio/mujer/Ariana Grande/Dangerous Woman/17. Jason's Song (Gave It Away).flac,..\data\masterDS,..\data\masterDS\17. Jason's Song (Gave It Away)7.flac,sample
Ariana Grande,mujer,My Everything,02. Problem,/audio/mujer/Ariana Grande/My Everything,/audio/mujer/Ariana Grande/My Everything/02. Problem.flac,..\data\masterDS,..\data\masterDS\02. Problem12.flac,sample
Ariana Grande,mujer,Yours Truly,01. Honeymoon Avenue,/audio/mujer/Ariana Grande/Yours Truly,/audio/mujer/Ariana Grande/Yours Truly/01. Honeymoon Avenue.flac,..\data\masterDS,..\data\masterDS\01. Honeymoon Avenue3.flac,sample
Ariana Grande,mujer,Dangerous Woman (Edited),02. Dangerous Woman,/audio/mujer/Ariana Grande/Dangerous Woman (Edited),/audio/mujer/Ariana Grande/Dangerous Woman (Edited)/02. Dangerous Woman.flac,..\data\masterDS,..\data\masterDS\02. Dangerous Woman5.flac,sample
Ariana Grande,mujer,k bye for now (swt live),06. be alright (live),/audio/mujer/Ariana Grande/k bye for now (swt live),/audio/mujer/Ariana Grande/k bye for now (swt live)/06. be alright (live).flac,..\data\masterDS,..\data\masterDS\06. be alright (live)14.flac,sample
Ariana Grande,mujer,Brand New You (From 13),01. Brand New You (feat. Brynn Williams & Caitlin Gann),/audio/mujer/Ariana Grande/Brand New You (From 13),/audio/mujer/Ariana Grande/Brand New You (From 13)/01. Brand New You (feat. Brynn Williams & Caitlin Gann).flac,..\data\masterDS,..\data\masterDS\01. Brand New You (feat. Brynn Williams & Caitlin Gann)12.flac,sample
Ariana Grande,mujer,Yours Truly,01. Honeymoon Avenue,/audio/mujer/Ariana Grande/Yours Truly,/audio/mujer/Ariana Grande/Yours Truly/01. Honeymoon Avenue.flac,..\data\masterDS,..\data\masterDS\01. Honeymoon Avenue10.flac,sample
Ariana Grande,mujer,k bye for now (swt live),31. no tears left to cry (live),/audio/mujer/Ariana Grande/k bye for now (swt live),/audio/mujer/Ariana Grande/k bye for now (swt live)/31. no tears left to cry (live).flac,..\data\masterDS,..\data\masterDS\31. no tears left to cry (live)8.flac,sample
Ariana Grande,mujer,Dangerous Woman (Edited),01. Moonlight,/audio/mujer/Ariana Grande/Dangerous Woman (Edited),/audio/mujer/Ariana Grande/Dangerous Woman (Edited)/01. Moonlight.flac,..\data\masterDS,..\data\masterDS\01. Moonlight20.flac,sample
Ariana Grande,mujer,k bye for now (swt live),14. fake smile (live),/audio/mujer/Ariana Grande/k bye for now (swt live),/audio/mujer/Ariana Grande/k bye for now (swt live)/14. fake smile (live).flac,..\data\masterDS,..\data\masterDS\14. fake smile (live)8.flac,sample
Ariana Grande,mujer,Dangerous Woman,09. Everyday,/audio/mujer/Ariana Grande/Dangerous Woman,/audio/mujer/Ariana Grande/Dangerous Woman/09. Everyday.flac,..\data\masterDS,..\data\masterDS\09. Everyday8.flac,sample
Ariana Grande,mujer,"thank u, next",09. in my head,"/audio/mujer/Ariana Grande/thank u, next","/audio/mujer/Ariana Grande/thank u, next/09. in my head.flac",..\data\masterDS,..\data\masterDS\09. in my head22.flac,sample
Ariana Grande,mujer,Singles,Ariana Grande - Santa Tell Me,/audio/mujer/Ariana Grande/Singles,/audio/mujer/Ariana Grande/Singles/Ariana Grande - Santa Tell Me.flac,..\data\masterDS,..\data\masterDS\Ariana Grande - Santa Tell Me13.flac,sample
Ariana Grande,mujer,Sweetener,02. blazed,/audio/mujer/Ariana Grande/Sweetener,/audio/mujer/Ariana Grande/Sweetener/02. blazed.flac,..\data\masterDS,..\data\masterDS\02. blazed18.flac,sample
Ariana Grande,mujer,Dangerous Woman,05. Side To Side,/audio/mujer/Ariana Grande/Dangerous Woman,/audio/mujer/Ariana Grande/Dangerous Woman/05. Side To Side.flac,..\data\masterDS,..\data\masterDS\05. Side To Side10.flac,sample
Ariana Grande,mujer,Positions (Deluxe),14. pov,/audio/mujer/Ariana Grande/Positions (Deluxe),/audio/mujer/Ariana Grande/Positions (Deluxe)/14. pov.flac,..\data\masterDS,..\data\masterDS\14. pov16.flac,sample
Ariana Grande,mujer,Dangerous Woman (Edited),03. Be Alright,/audio/mujer/Ariana Grande/Dangerous Woman (Edited),/audio/mujer/Ariana Grande/Dangerous Woman (Edited)/03. Be Alright.flac,..\data\masterDS,..\data\masterDS\03. Be Alright2.flac,sample
Ariana Grande,mujer,Singles,Ariana Grande & The Weeknd - Save Your Tears (Remix),/audio/mujer/Ariana Grande/Singles,/audio/mujer/Ariana Grande/Singles/Ariana Grande & The Weeknd - Save Your Tears (Remix).flac,..\data\masterDS,..\data\masterDS\Ariana Grande & The Weeknd - Save Your Tears (Remix)8.flac,sample
Ariana Grande,mujer,Singles,Ariana Grande - Santa Tell Me,/audio/mujer/Ariana Grande/Singles,/audio/mujer/Ariana Grande/Singles/Ariana Grande - Santa Tell Me.flac,..\data\masterDS,..\data\masterDS\Ariana Grande - Santa Tell Me3.flac,sample
Ariana Grande,mujer,Singles,Ariana Grande & Jessie J - Bang Bang,/audio/mujer/Ariana Grande/Singles,/audio/mujer/Ariana Grande/Singles/Ariana Grande & Jessie J - Bang Bang.flac,..\data\masterDS,..\data\masterDS\Ariana Grande & Jessie J - Bang Bang4.flac,sample
Ariana Grande,mujer,Christmas & Chill,04. Not Just On Christmas,/audio/mujer/Ariana Grande/Christmas & Chill,/audio/mujer/Ariana Grande/Christmas & Chill/04. Not Just On Christmas.flac,..\data\masterDS,..\data\masterDS\04. Not Just On Christmas5.flac,sample
Ariana Grande,mujer,Yours Truly,04. Tattooed Heart,/audio/mujer/Ariana Grande/Yours Truly,/audio/mujer/Ariana Grande/Yours Truly/04. Tattooed Heart.flac,..\data\masterDS,..\data\masterDS\04. Tattooed Heart6.flac,sample
Ariana Grande,mujer,Singles,Ariana Grande & Rain On Me (Ralphi Rosario Remix),/audio/mujer/Ariana Grande/Singles,/audio/mujer/Ariana Grande/Singles/Ariana Grande & Rain On Me (Ralphi Rosario Remix).flac,..\data\masterDS,..\data\masterDS\Ariana Grande & Rain On Me (Ralphi Rosario Remix)17.flac,sample
Ariana Grande,mujer,Singles,Ariana Grande - Stuck with U,/audio/mujer/Ariana Grande/Singles,/audio/mujer/Ariana Grande/Singles/Ariana Grande - Stuck with U.flac,..\data\masterDS,..\data\masterDS\Ariana Grande - Stuck with U15.flac,sample
Ariana Grande,mujer,Sweetener,05. God is a woman,/audio/mujer/Ariana Grande/Sweetener,/audio/mujer/Ariana Grande/Sweetener/05. God is a woman.flac,..\data\masterDS,..\data\masterDS\05. God is a woman17.flac,sample
Ariana Grande,mujer,Dangerous Woman,15. Thinking Bout You,/audio/mujer/Ariana Grande/Dangerous Woman,/audio/mujer/Ariana Grande/Dangerous Woman/15. Thinking Bout You.flac,..\data\masterDS,..\data\masterDS\15. Thinking Bout You14.flac,sample
Ariana Grande,mujer,Dangerous Woman (Edited),12. Bad Decisions,/audio/mujer/Ariana Grande/Dangerous Woman (Edited),/audio/mujer/Ariana Grande/Dangerous Woman (Edited)/12. Bad Decisions.flac,..\data\masterDS,..\data\masterDS\12. Bad Decisions18.flac,sample
Ariana Grande,mujer,Sweetener,13. goodnight n go,/audio/mujer/Ariana Grande/Sweetener,/audio/mujer/Ariana Grande/Sweetener/13. goodnight n go.flac,..\data\masterDS,..\data\masterDS\13. goodnight n go18.flac,sample
Ariana Grande,mujer,Sweetener,12. better off,/audio/mujer/Ariana Grande/Sweetener,/audio/mujer/Ariana Grande/Sweetener/12. better off.flac,..\data\masterDS,..\data\masterDS\12. better off7.flac,sample
Ariana Grande,mujer,Positions,09. nasty,/audio/mujer/Ariana Grande/Positions,/audio/mujer/Ariana Grande/Positions/09. nasty.flac,..\data\masterDS,..\data\masterDS\09. nasty11.flac,sample
Ariana Grande,mujer,Yours Truly,01. Honeymoon Avenue,/audio/mujer/Ariana Grande/Yours Truly,/audio/mujer/Ariana Grande/Yours Truly/01. Honeymoon Avenue.flac,..\data\masterDS,..\data\masterDS\01. Honeymoon Avenue28.flac,sample
Ariana Grande,mujer,Positions,09. nasty,/audio/mujer/Ariana Grande/Positions,/audio/mujer/Ariana Grande/Positions/09. nasty.flac,..\data\masterDS,..\data\masterDS\09. nasty10.flac,sample
Ariana Grande,mujer,Positions (Deluxe),01. shut up,/audio/mujer/Ariana Grande/Positions (Deluxe),/audio/mujer/Ariana Grande/Positions (Deluxe)/01. shut up.flac,..\data\masterDS,..\data\masterDS\01. shut up1.flac,sample
Ariana Grande,mujer,My Everything,05. Break Free,/audio/mujer/Ariana Grande/My Everything,/audio/mujer/Ariana Grande/My Everything/05. Break Free.flac,..\data\masterDS,..\data\masterDS\05. Break Free15.flac,sample
Ariana Grande,mujer,"thank u, next",06. bad idea,"/audio/mujer/Ariana Grande/thank u, next","/audio/mujer/Ariana Grande/thank u, next/06. bad idea.flac",..\data\masterDS,..\data\masterDS\06. bad idea21.flac,sample
Ariana Grande,mujer,k bye for now (swt live),23. get well soon (live),/audio/mujer/Ariana Grande/k bye for now (swt live),/audio/mujer/Ariana Grande/k bye for now (swt live)/23. get well soon (live).flac,..\data\masterDS,..\data\masterDS\23. get well soon (live)9.flac,sample
Ariana Grande,mujer,Yours Truly,06. Piano,/audio/mujer/Ariana Grande/Yours Truly,/audio/mujer/Ariana Grande/Yours Truly/06. Piano.flac,..\data\masterDS,..\data\masterDS\06. Piano6.flac,sample
Ariana Grande,mujer,My Everything (Deluxe),15. You Don't Know Me,/audio/mujer/Ariana Grande/My Everything (Deluxe),/audio/mujer/Ariana Grande/My Everything (Deluxe)/15. You Don't Know Me.flac,..\data\masterDS,..\data\masterDS\15. You Don't Know Me18.flac,sample
Ariana Grande,mujer,Singles,Ariana Grande - 7 rings (Remix),/audio/mujer/Ariana Grande/Singles,/audio/mujer/Ariana Grande/Singles/Ariana Grande - 7 rings (Remix).flac,..\data\masterDS,..\data\masterDS\Ariana Grande - 7 rings (Remix)13.flac,sample
Ariana Grande,mujer,Dangerous Woman (Edited),14. Knew Better _ Forever Boy,/audio/mujer/Ariana Grande/Dangerous Woman (Edited),/audio/mujer/Ariana Grande/Dangerous Woman (Edited)/14. Knew Better _ Forever Boy.flac,..\data\masterDS,..\data\masterDS\14. Knew Better _ Forever Boy28.flac,sample
Ariana Grande,mujer,Sweetener,05. God is a woman,/audio/mujer/Ariana Grande/Sweetener,/audio/mujer/Ariana Grande/Sweetener/05. God is a woman.flac,..\data\masterDS,..\data\masterDS\05. God is a woman12.flac,sample
Ariana Grande,mujer,Sweetener,12. better off,/audio/mujer/Ariana Grande/Sweetener,/audio/mujer/Ariana Grande/Sweetener/12. better off.flac,..\data\masterDS,..\data\masterDS\12. better off12.flac,sample
Ariana Grande,mujer,Positions,05. off the table,/audio/mujer/Ariana Grande/Positions,/audio/mujer/Ariana Grande/Positions/05. off the table.flac,..\data\masterDS,..\data\masterDS\05. off the table8.flac,sample
Ariana Grande,mujer,Problem,01. Problem (Dawin Remix),/audio/mujer/Ariana Grande/Problem,/audio/mujer/Ariana Grande/Problem/01. Problem (Dawin Remix).flac,..\data\masterDS,..\data\masterDS\01. Problem (Dawin Remix)2.flac,sample
Ariana Grande,mujer,"thank u, next",05. fake smile,"/audio/mujer/Ariana Grande/thank u, next","/audio/mujer/Ariana Grande/thank u, next/05. fake smile.flac",..\data\masterDS,..\data\masterDS\05. fake smile7.flac,sample
Ariana Grande,mujer,k bye for now (swt live),19. nasa (live),/audio/mujer/Ariana Grande/k bye for now (swt live),/audio/mujer/Ariana Grande/k bye for now (swt live)/19. nasa (live).flac,..\data\masterDS,..\data\masterDS\19. nasa (live)13.flac,sample
Ariana Grande,mujer,Sweetener,08. everytime,/audio/mujer/Ariana Grande/Sweetener,/audio/mujer/Ariana Grande/Sweetener/08. everytime.flac,..\data\masterDS,..\data\masterDS\08. everytime13.flac,sample
Ariana Grande,mujer,My Everything,09. Love Me Harder,/audio/mujer/Ariana Grande/My Everything,/audio/mujer/Ariana Grande/My Everything/09. Love Me Harder.flac,..\data\masterDS,..\data\masterDS\09. Love Me Harder7.flac,sample
Ariana Grande,mujer,Singles,Ariana Grande - Stuck with U,/audio/mujer/Ariana Grande/Singles,/audio/mujer/Ariana Grande/Singles/Ariana Grande - Stuck with U.flac,..\data\masterDS,..\data\masterDS\Ariana Grande - Stuck with U5.flac,sample
Ariana Grande,mujer,Dangerous Woman,17. Jason's Song (Gave It Away),/audio/mujer/Ariana Grande/Dangerous Woman,/audio/mujer/Ariana Grande/Dangerous Woman/17. Jason's Song (Gave It Away).flac,..\data\masterDS,..\data\masterDS\17. Jason's Song (Gave It Away)2.flac,sample
Ariana Grande,mujer,Sweetener,13. goodnight n go,/audio/mujer/Ariana Grande/Sweetener,/audio/mujer/Ariana Grande/Sweetener/13. goodnight n go.flac,..\data\masterDS,..\data\masterDS\13. goodnight n go14.flac,sample
Ariana Grande,mujer,Dangerous Woman,04. Into You,/audio/mujer/Ariana Grande/Dangerous Woman,/audio/mujer/Ariana Grande/Dangerous Woman/04. Into You.flac,..\data\masterDS,..\data\masterDS\04. Into You23.flac,sample
Ariana Grande,mujer,Positions (Deluxe),18. worst behavior,/audio/mujer/Ariana Grande/Positions (Deluxe),/audio/mujer/Ariana Grande/Positions (Deluxe)/18. worst behavior.flac,..\data\masterDS,..\data\masterDS\18. worst behavior12.flac,sample
Ariana Grande,mujer,My Everything,09. Love Me Harder,/audio/mujer/Ariana Grande/My Everything,/audio/mujer/Ariana Grande/My Everything/09. Love Me Harder.flac,..\data\masterDS,..\data\masterDS\09. Love Me Harder15.flac,sample
Ariana Grande,mujer,Yours Truly,06. Piano,/audio/mujer/Ariana Grande/Yours Truly,/audio/mujer/Ariana Grande/Yours Truly/06. Piano.flac,..\data\masterDS,..\data\masterDS\06. Piano22.flac,sample
Ariana Grande,mujer,k bye for now (swt live),11. love me harder (live),/audio/mujer/Ariana Grande/k bye for now (swt live),/audio/mujer/Ariana Grande/k bye for now (swt live)/11. love me harder (live).flac,..\data\masterDS,..\data\masterDS\11. love me harder (live)2.flac,sample
Ariana Grande,mujer,Positions,07. safety net,/audio/mujer/Ariana Grande/Positions,/audio/mujer/Ariana Grande/Positions/07. safety net.flac,..\data\masterDS,..\data\masterDS\07. safety net15.flac,sample
Ariana Grande,mujer,k bye for now (swt live),09. side to side (live),/audio/mujer/Ariana Grande/k bye for now (swt live),/audio/mujer/Ariana Grande/k bye for now (swt live)/09. side to side (live).flac,..\data\masterDS,..\data\masterDS\09. side to side (live)16.flac,sample
Ariana Grande,mujer,Positions (Deluxe),02. 34+35,/audio/mujer/Ariana Grande/Positions (Deluxe),/audio/mujer/Ariana Grande/Positions (Deluxe)/02. 34+35.flac,..\data\masterDS,..\data\masterDS\02. 34+354.flac,sample
Ariana Grande,mujer,k bye for now (swt live),27. into you (live),/audio/mujer/Ariana Grande/k bye for now (swt live),/audio/mujer/Ariana Grande/k bye for now (swt live)/27. into you (live).flac,..\data\masterDS,..\data\masterDS\27. into you (live)7.flac,sample
Ariana Grande,mujer,Dangerous Woman,14. Knew Better _ Forever Boy,/audio/mujer/Ariana Grande/Dangerous Woman,/audio/mujer/Ariana Grande/Dangerous Woman/14. Knew Better _ Forever Boy.flac,..\data\masterDS,..\data\masterDS\14. Knew Better _ Forever Boy10.flac,sample
Ariana Grande,mujer,Positions,09. nasty,/audio/mujer/Ariana Grande/Positions,/audio/mujer/Ariana Grande/Positions/09. nasty.flac,..\data\masterDS,..\data\masterDS\09. nasty3.flac,sample
Ariana Grande,mujer,Yours Truly,08. The Way,/audio/mujer/Ariana Grande/Yours Truly,/audio/mujer/Ariana Grande/Yours Truly/08. The Way.flac,..\data\masterDS,..\data\masterDS\08. The Way22.flac,sample
Ariana Grande,mujer,k bye for now (swt live),09. side to side (live),/audio/mujer/Ariana Grande/k bye for now (swt live),/audio/mujer/Ariana Grande/k bye for now (swt live)/09. side to side (live).flac,..\data\masterDS,..\data\masterDS\09. side to side (live)5.flac,sample
Ariana Grande,mujer,Dangerous Woman,04. Into You,/audio/mujer/Ariana Grande/Dangerous Woman,/audio/mujer/Ariana Grande/Dangerous Woman/04. Into You.flac,..\data\masterDS,..\data\masterDS\04. Into You22.flac,sample
Ariana Grande,mujer,Dangerous Woman,09. Everyday,/audio/mujer/Ariana Grande/Dangerous Woman,/audio/mujer/Ariana Grande/Dangerous Woman/09. Everyday.flac,..\data\masterDS,..\data\masterDS\09. Everyday1.flac,sample
Ariana Grande,mujer,My Everything (Deluxe),02. Problem,/audio/mujer/Ariana Grande/My Everything (Deluxe),/audio/mujer/Ariana Grande/My Everything (Deluxe)/02. Problem.flac,..\data\masterDS,..\data\masterDS\02. Problem4.flac,sample
Ariana Grande,mujer,"thank u, next",07. make up,"/audio/mujer/Ariana Grande/thank u, next","/audio/mujer/Ariana Grande/thank u, next/07. make up.flac",..\data\masterDS,..\data\masterDS\07. make up13.flac,sample
Ariana Grande,mujer,Positions,06. six thirty,/audio/mujer/Ariana Grande/Positions,/audio/mujer/Ariana Grande/Positions/06. six thirty.flac,..\data\masterDS,..\data\masterDS\06. six thirty15.flac,sample
Ariana Grande,mujer,Positions,06. six thirty,/audio/mujer/Ariana Grande/Positions,/audio/mujer/Ariana Grande/Positions/06. six thirty.flac,..\data\masterDS,..\data\masterDS\06. six thirty3.flac,sample
Ariana Grande,mujer,My Everything (Deluxe),03. One Last Time,/audio/mujer/Ariana Grande/My Everything (Deluxe),/audio/mujer/Ariana Grande/My Everything (Deluxe)/03. One Last Time.flac,..\data\masterDS,..\data\masterDS\03. One Last Time8.flac,sample
Ariana Grande,mujer,Dangerous Woman (Edited),15. Thinking Bout You,/audio/mujer/Ariana Grande/Dangerous Woman (Edited),/audio/mujer/Ariana Grande/Dangerous Woman (Edited)/15. Thinking Bout You.flac,..\data\masterDS,..\data\masterDS\15. Thinking Bout You6.flac,sample
Ariana Grande,mujer,k bye for now (swt live),"32. thank u, next (live)",/audio/mujer/Ariana Grande/k bye for now (swt live),"/audio/mujer/Ariana Grande/k bye for now (swt live)/32. thank u, next (live).flac",..\data\masterDS,"..\data\masterDS\32. thank u, next (live)4.flac",sample
Ariana Grande,mujer,Positions (Deluxe),12. positions,/audio/mujer/Ariana Grande/Positions (Deluxe),/audio/mujer/Ariana Grande/Positions (Deluxe)/12. positions.flac,..\data\masterDS,..\data\masterDS\12. positions10.flac,sample
Ariana Grande,mujer,Singles,Ariana Grande & MAC MILLER - My Favorite Part,/audio/mujer/Ariana Grande/Singles,/audio/mujer/Ariana Grande/Singles/Ariana Grande & MAC MILLER - My Favorite Part.flac,..\data\masterDS,..\data\masterDS\Ariana Grande & MAC MILLER - My Favorite Part12.flac,sample
Ariana Grande,mujer,Dangerous Woman,04. Into You,/audio/mujer/Ariana Grande/Dangerous Woman,/audio/mujer/Ariana Grande/Dangerous Woman/04. Into You.flac,..\data\masterDS,..\data\masterDS\04. Into You24.flac,sample
Ariana Grande,mujer,Yours Truly,07. Daydreamin',/audio/mujer/Ariana Grande/Yours Truly,/audio/mujer/Ariana Grande/Yours Truly/07. Daydreamin'.flac,..\data\masterDS,..\data\masterDS\07. Daydreamin'16.flac,sample
Ariana Grande,mujer,k bye for now (swt live),31. no tears left to cry (live),/audio/mujer/Ariana Grande/k bye for now (swt live),/audio/mujer/Ariana Grande/k bye for now (swt live)/31. no tears left to cry (live).flac,..\data\masterDS,..\data\masterDS\31. no tears left to cry (live)5.flac,sample
Ariana Grande,mujer,Dangerous Woman (Edited),14. Knew Better _ Forever Boy,/audio/mujer/Ariana Grande/Dangerous Woman (Edited),/audio/mujer/Ariana Grande/Dangerous Woman (Edited)/14. Knew Better _ Forever Boy.flac,..\data\masterDS,..\data\masterDS\14. Knew Better _ Forever Boy11.flac,sample
Ariana Grande,mujer,Positions (Deluxe),03. motive,/audio/mujer/Ariana Grande/Positions (Deluxe),/audio/mujer/Ariana Grande/Positions (Deluxe)/03. motive.flac,..\data\masterDS,..\data\masterDS\03. motive10.flac,sample
Ariana Grande,mujer,Singles,Ariana Grande - MONOPOLY,/audio/mujer/Ariana Grande/Singles,/audio/mujer/Ariana Grande/Singles/Ariana Grande - MONOPOLY.flac,..\data\masterDS,..\data\masterDS\Ariana Grande - MONOPOLY10.flac,sample
Ariana Grande,mujer,Singles,Ariana Grande - Stuck with U,/audio/mujer/Ariana Grande/Singles,/audio/mujer/Ariana Grande/Singles/Ariana Grande - Stuck with U.flac,..\data\masterDS,..\data\masterDS\Ariana Grande - Stuck with U3.flac,sample
Ariana Grande,mujer,Positions (Deluxe),12. positions,/audio/mujer/Ariana Grande/Positions (Deluxe),/audio/mujer/Ariana Grande/Positions (Deluxe)/12. positions.flac,..\data\masterDS,..\data\masterDS\12. positions1.flac,sample
Ariana Grande,mujer,Positions,02. 34+35,/audio/mujer/Ariana Grande/Positions,/audio/mujer/Ariana Grande/Positions/02. 34+35.flac,..\data\masterDS,..\data\masterDS\02. 34+354.flac,sample
Ariana Grande,mujer,My Everything,07. Be My Baby,/audio/mujer/Ariana Grande/My Everything,/audio/mujer/Ariana Grande/My Everything/07. Be My Baby.flac,..\data\masterDS,..\data\masterDS\07. Be My Baby17.flac,sample
Ariana Grande,mujer,Sweetener,12. better off,/audio/mujer/Ariana Grande/Sweetener,/audio/mujer/Ariana Grande/Sweetener/12. better off.flac,..\data\masterDS,..\data\masterDS\12. better off15.flac,sample
Ariana Grande,mujer,k bye for now (swt live),21. only 1 (live),/audio/mujer/Ariana Grande/k bye for now (swt live),/audio/mujer/Ariana Grande/k bye for now (swt live)/21. only 1 (live).flac,..\data\masterDS,..\data\masterDS\21. only 1 (live)10.flac,sample
Ariana Grande,mujer,My Everything,08. Break Your Heart Right Back,/audio/mujer/Ariana Grande/My Everything,/audio/mujer/Ariana Grande/My Everything/08. Break Your Heart Right Back.flac,..\data\masterDS,..\data\masterDS\08. Break Your Heart Right Back22.flac,sample
Ariana Grande,mujer,My Everything (Deluxe),09. Love Me Harder,/audio/mujer/Ariana Grande/My Everything (Deluxe),/audio/mujer/Ariana Grande/My Everything (Deluxe)/09. Love Me Harder.flac,..\data\masterDS,..\data\masterDS\09. Love Me Harder22.flac,sample
Ariana Grande,mujer,Singles,Ariana Grande - Into You (3LAU Remix),/audio/mujer/Ariana Grande/Singles,/audio/mujer/Ariana Grande/Singles/Ariana Grande - Into You (3LAU Remix).flac,..\data\masterDS,..\data\masterDS\Ariana Grande - Into You (3LAU Remix)7.flac,sample
Ariana Grande,mujer,"thank u, next","11. thank u, next","/audio/mujer/Ariana Grande/thank u, next","/audio/mujer/Ariana Grande/thank u, next/11. thank u, next.flac",..\data\masterDS,"..\data\masterDS\11. thank u, next6.flac",sample
Ariana Grande,mujer,Dangerous Woman,11. I Don't Care,/audio/mujer/Ariana Grande/Dangerous Woman,/audio/mujer/Ariana Grande/Dangerous Woman/11. I Don't Care.flac,..\data\masterDS,..\data\masterDS\11. I Don't Care5.flac,sample
Ariana Grande,mujer,My Everything (Deluxe),08. Break Your Heart Right Back,/audio/mujer/Ariana Grande/My Everything (Deluxe),/audio/mujer/Ariana Grande/My Everything (Deluxe)/08. Break Your Heart Right Back.flac,..\data\masterDS,..\data\masterDS\08. Break Your Heart Right Back21.flac,sample
Ariana Grande,mujer,My Everything (Deluxe),13. Bang Bang,/audio/mujer/Ariana Grande/My Everything (Deluxe),/audio/mujer/Ariana Grande/My Everything (Deluxe)/13. Bang Bang.flac,..\data\masterDS,..\data\masterDS\13. Bang Bang9.flac,sample
Ariana Grande,mujer,Brand New You (From 13),02. A Little More Homework (feat. Graham Phillips) (Single Version),/audio/mujer/Ariana Grande/Brand New You (From 13),/audio/mujer/Ariana Grande/Brand New You (From 13)/02. A Little More Homework (feat. Graham Phillips) (Single Version).flac,..\data\masterDS,..\data\masterDS\02. A Little More Homework (feat. Graham Phillips) (Single Version)1.flac,sample
Ariana Grande,mujer,Yours Truly,11. Popular Song,/audio/mujer/Ariana Grande/Yours Truly,/audio/mujer/Ariana Grande/Yours Truly/11. Popular Song.flac,..\data\masterDS,..\data\masterDS\11. Popular Song8.flac,sample
Ariana Grande,mujer,"thank u, next",01. imagine,"/audio/mujer/Ariana Grande/thank u, next","/audio/mujer/Ariana Grande/thank u, next/01. imagine.flac",..\data\masterDS,..\data\masterDS\01. imagine3.flac,sample
Ariana Grande,mujer,k bye for now (swt live),20. tattooed heart (live),/audio/mujer/Ariana Grande/k bye for now (swt live),/audio/mujer/Ariana Grande/k bye for now (swt live)/20. tattooed heart (live).flac,..\data\masterDS,..\data\masterDS\20. tattooed heart (live)6.flac,sample
Ariana Grande,mujer,Sweetener,06. sweetener,/audio/mujer/Ariana Grande/Sweetener,/audio/mujer/Ariana Grande/Sweetener/06. sweetener.flac,..\data\masterDS,..\data\masterDS\06. sweetener10.flac,sample
